source_dataset,split,image_id,class_name,image_member,gt_member,selector_score,source_text_reference,target_language,target_translation_reference,annotator_1,annotator_2,notes,local_image_path,review_flag,codex_status,codex_model,codex_error,selection_language,normalized_chrf,predicted_translation,normalized_match,contains_match,language_rank,global_rank
ICDAR MLT-2019,held_out_from_train,tr_img_00924,Arabic,TrainImages/TrainImages/tr_img_00924.png,TrainGT/TrainGT/tr_img_00924.txt,67.6272,صندوق التنمية العقارية,en,Real Estate Development Fund,codex_sdk_draft,,صندوق | Natural translation of the Arabic organization name.,../kaggle_upload/images/arabic/tr_img_00924.png,low,ok,gpt-5.6-luna,,Arabic,1.0000,Real estate Development fund,true,true,11,11
ICDAR MLT-2019,held_out_from_train,tr_img_00897,Arabic,TrainImages/TrainImages/tr_img_00897.jpg,TrainGT/TrainGT/tr_img_00897.txt,80.6018,كربلاء بلدية,en,Karbala Municipality,codex_sdk_draft,,بلدية | Natural rendering of the place name and municipal designation.,../kaggle_upload/images/arabic/tr_img_00897.jpg,low,ok,gpt-5.6-luna,,Arabic,0.7967,municipality Karbala,false,false,12,12
ICDAR MLT-2019,held_out_from_train,tr_img_00904,Arabic,TrainImages/TrainImages/tr_img_00904.jpg,TrainGT/TrainGT/tr_img_00904.txt,67.689,إدفع الباب مكيف هواء,en,Push the door; air conditioner,codex_sdk_draft,,إدفع | The text appears to combine two unrelated phrases and is ambiguous.,../kaggle_upload/images/arabic/tr_img_00904.jpg,high,ok,gpt-5.6-luna,,Arabic,0.7568,The door Push air air conditioner,false,false,13,13
ICDAR MLT-2019,held_out_from_train,tr_img_00752,Arabic,TrainImages/TrainImages/tr_img_00752.jpg,TrainGT/TrainGT/tr_img_00752.txt,69.0946,وزارة الداخلية,en,Ministry of Interior,codex_sdk_draft,,"وزارة | Natural translation; existing note contains only ""وزارة"" (""ministry"").",../kaggle_upload/images/arabic/tr_img_00752.jpg,low,ok,gpt-5.6-luna,,Arabic,0.7478,ministry Interior,false,false,14,14
ICDAR MLT-2019,held_out_from_train,tr_img_08513,Bangla,TrainImages/TrainImages/tr_img_08513.jpg,TrainGT/TrainGT/tr_img_08513.txt,91.9207,উন্নয়নের,en,of development,codex_sdk_draft,,উন্নয়নের | Bangla genitive form; context could also support “development’s.”,../kaggle_upload/images/bangla/tr_img_08513.jpg,low,ok,gpt-5.6-luna,,Bangla,1.0000,of development,true,true,1,15
ICDAR MLT-2019,held_out_from_train,tr_img_08886,Bangla,TrainImages/TrainImages/tr_img_08886.jpg,TrainGT/TrainGT/tr_img_08886.txt,89.4529,জনপ্রিয় বস্ত্রালয়,en,Popular Clothing Store,codex_sdk_draft,,জনপ্রিয় | Natural translation of the Bangla phrase.,../kaggle_upload/images/bangla/tr_img_08886.jpg,low,ok,gpt-5.6-luna,,Bangla,1.0000,popular clothing store,true,true,2,16
ICDAR MLT-2019,held_out_from_train,tr_img_08336,Bangla,TrainImages/TrainImages/tr_img_08336.jpg,TrainGT/TrainGT/tr_img_08336.txt,86.5418,কন্যাশ্রী,en,Kanyashree,codex_sdk_draft,,কন্যাশ্রী | Proper noun; transliterated conservatively.,../kaggle_upload/images/bangla/tr_img_08336.jpg,low,ok,gpt-5.6-luna,,Bangla,1.0000,Kanyashree,true,true,3,17
ICDAR MLT-2019,held_out_from_train,tr_img_08448,Bangla,TrainImages/TrainImages/tr_img_08448.jpg,TrainGT/TrainGT/tr_img_08448.txt,82.6783,কমিটি,en,committee,codex_sdk_draft,,কমিটি | Common Bangla word meaning “committee.”,../kaggle_upload/images/bangla/tr_img_08448.jpg,low,ok,gpt-5.6-luna,,Bangla,1.0000,Committee,true,true,4,18
ICDAR MLT-2019,held_out_from_train,tr_img_08095,Bangla,TrainImages/TrainImages/tr_img_08095.jpg,TrainGT/TrainGT/tr_img_08095.txt,84.0606,বীমা পরিষেবা,en,Insurance services,codex_sdk_draft,,বীমা | The source means “insurance services”; the existing note captures only “insurance.”,../kaggle_upload/images/bangla/tr_img_08095.jpg,low,ok,gpt-5.6-luna,,Bangla,0.9470,Insurance service,false,true,5,19
ICDAR MLT-2019,held_out_from_train,tr_img_08552,Bangla,TrainImages/TrainImages/tr_img_08552.jpg,TrainGT/TrainGT/tr_img_08552.txt,82.8718,কালীতলা,en,Kalitala,codex_sdk_draft,,কালীতলা | Proper noun; transliterated conservatively.,../kaggle_upload/images/bangla/tr_img_08552.jpg,low,ok,gpt-5.6-luna,,Bangla,0.8927,Lt Kalitala,false,true,6,20
ICDAR MLT-2019,held_out_from_train,tr_img_08739,Bangla,TrainImages/TrainImages/tr_img_08739.jpg,TrainGT/TrainGT/tr_img_08739.txt,88.4957,আর্য্য ভিডিওটেক,en,Aryya Videotech,codex_sdk_draft,,আর্য্য | Proper-name/brand transliteration; preserved the likely spelling indicated by the existing note.,../kaggle_upload/images/bangla/tr_img_08739.jpg,low,ok,gpt-5.6-luna,,Bangla,0.8014,e Arya Videotech,false,false,7,21
ICDAR MLT-2019,held_out_from_train,tr_img_08624,Bangla,TrainImages/TrainImages/tr_img_08624.jpg,TrainGT/TrainGT/tr_img_08624.txt,81.6966,তামাক ক্যান্সারের,en,Tobacco cancer,codex_sdk_draft,,তামাক | Partial phrase; literally refers to “tobacco cancer” or “of tobacco cancer.”,../kaggle_upload/images/bangla/tr_img_08624.jpg,medium,ok,gpt-5.6-luna,,Bangla,0.7908,tobacco of cancer,false,false,8,22
ICDAR MLT-2019,held_out_from_train,tr_img_08717,Bangla,TrainImages/TrainImages/tr_img_08717.jpg,TrainGT/TrainGT/tr_img_08717.txt,83.6208,গাঁজা,en,Cannabis,codex_sdk_draft,,গাঁজা | Bangla word meaning cannabis/marijuana.,../kaggle_upload/images/bangla/tr_img_08717.jpg,low,ok,gpt-5.6-luna,,Bangla,0.7181,0 come on cannabis,false,true,9,23
ICDAR MLT-2019,held_out_from_train,tr_img_08756,Bangla,TrainImages/TrainImages/tr_img_08756.jpg,TrainGT/TrainGT/tr_img_08756.txt,86.8391,ইংরাজী ক্লাস,en,English class,codex_sdk_draft,,ইংরাজী | Clear Bangla phrase; existing note confirms “English.”,../kaggle_upload/images/bangla/tr_img_08756.jpg,low,ok,gpt-5.6-luna,,Bangla,0.7032,english Cass,false,false,10,24
ICDAR MLT-2019,held_out_from_train,tr_img_08320,Bangla,TrainImages/TrainImages/tr_img_08320.jpg,TrainGT/TrainGT/tr_img_08320.txt,83.1552,কেন?,en,Why?,codex_sdk_draft,,কেন? | Bangla question meaning “Why?”,../kaggle_upload/images/bangla/tr_img_08320.jpg,low,ok,gpt-5.6-luna,,Bangla,0.6667,Why?,true,true,11,25
ICDAR MLT-2019,held_out_from_train,tr_img_08569,Bangla,TrainImages/TrainImages/tr_img_08569.jpg,TrainGT/TrainGT/tr_img_08569.txt,85.14,পদ্মা টী ষ্টল,en,Padma Tea Stall,codex_sdk_draft,,পদ্মা | Transliterated 'পদ্মা' as 'Padma' and translated 'টী ষ্টল' as 'Tea Stall'.,../kaggle_upload/images/bangla/tr_img_08569.jpg,low,ok,gpt-5.6-luna,,Bangla,0.6213,T Padma Stall,false,false,12,26
ICDAR MLT-2019,held_out_from_train,tr_img_08761,Bangla,TrainImages/TrainImages/tr_img_08761.jpg,TrainGT/TrainGT/tr_img_08761.txt,83.6637,মোরগ্রাম,en,Morgram,codex_sdk_draft,,মোরগ্রাম | Proper-noun-like place name; transliterated conservatively.,../kaggle_upload/images/bangla/tr_img_08761.jpg,low,ok,gpt-5.6-luna,,Bangla,0.4929,Mergram,false,false,13,27
ICDAR MLT-2019,held_out_from_train,tr_img_08649,Bangla,TrainImages/TrainImages/tr_img_08649.jpg,TrainGT/TrainGT/tr_img_08649.txt,83.9737,কন্যাশ্রী যুবশ্রী,en,Kanyashree Yubashree,codex_sdk_draft,,কন্যাশ্রী | Proper names transliterated; Kanyashree and Yubashree are program names.,../kaggle_upload/images/bangla/tr_img_08649.jpg,low,ok,gpt-5.6-luna,,Bangla,0.4918,774 Kanyashree hahaha,false,false,14,28
ICDAR MLT-2019,held_out_from_train,tr_img_03716,Chinese,TrainImages/TrainImages/tr_img_03716.jpg,TrainGT/TrainGT/tr_img_03716.txt,92.5391,迎奥,en,Welcome the Olympics,codex_sdk_draft,,迎奥 | A shortened phrase meaning to welcome or usher in the Olympics; context is limited.,../kaggle_upload/images/chinese/tr_img_03716.jpg,medium,ok,gpt-5.6-luna,,Chinese,1.0000,Welcome the Olympics,true,true,1,29
ICDAR MLT-2019,held_out_from_train,tr_img_03520,Chinese,TrainImages/TrainImages/tr_img_03520.jpg,TrainGT/TrainGT/tr_img_03520.txt,87.9924,小荷电视,en,Xiaohe TV,codex_sdk_draft,,小荷电视 | Proper name; transliterated conservatively.,../kaggle_upload/images/chinese/tr_img_03520.jpg,low,ok,gpt-5.6-luna,,Chinese,1.0000,Xiaohe TV,true,true,2,30
ICDAR MLT-2019,held_out_from_train,tr_img_03592,Chinese,TrainImages/TrainImages/tr_img_03592.jpg,TrainGT/TrainGT/tr_img_03592.txt,86.6837,洪客隆百货,en,Hongkelong Department Store,codex_sdk_draft,,洪客隆百货 | Proper-name/brand text; transliterated conservatively.,../kaggle_upload/images/chinese/tr_img_03592.jpg,medium,ok,gpt-5.6-luna,,Chinese,1.0000,Hongkelong Department Store,true,true,3,31
ICDAR MLT-2019,held_out_from_train,tr_img_03517,Chinese,TrainImages/TrainImages/tr_img_03517.jpg,TrainGT/TrainGT/tr_img_03517.txt,81.3997,南市食品街,en,Nanshi Food Street,codex_sdk_draft,,南市食品街 | Proper-name transliteration with a natural rendering of 食品街 as “Food Street”.,../kaggle_upload/images/chinese/tr_img_03517.jpg,low,ok,gpt-5.6-luna,,Chinese,1.0000,Nanshi Food Street,true,true,4,32
ICDAR MLT-2019,held_out_from_train,tr_img_03951,Chinese,TrainImages/TrainImages/tr_img_03951.jpg,TrainGT/TrainGT/tr_img_03951.txt,80.2834,无锡东站,en,Wuxi East Railway Station,codex_sdk_draft,,无锡东站 | Proper noun; translated using the standard station-name rendering.,../kaggle_upload/images/chinese/tr_img_03951.jpg,low,ok,gpt-5.6-luna,,Chinese,1.0000,Wuxi East Railway Station,true,true,5,33
ICDAR MLT-2019,held_out_from_train,tr_img_03333,Chinese,TrainImages/TrainImages/tr_img_03333.jpg,TrainGT/TrainGT/tr_img_03333.txt,79.9753,对手,en,opponent,codex_sdk_draft,,对手 | Natural translation of 对手.,../kaggle_upload/images/chinese/tr_img_03333.jpg,low,ok,gpt-5.6-luna,,Chinese,1.0000,opponent,true,true,6,34
ICDAR MLT-2019,held_out_from_train,tr_img_03011,Chinese,TrainImages/TrainImages/tr_img_03011.jpg,TrainGT/TrainGT/tr_img_03011.txt,78.4612,娘子关站,en,Niangziguan Station,codex_sdk_draft,,娘子关站 | Proper noun transliterated; “站” means “Station”.,../kaggle_upload/images/chinese/tr_img_03011.jpg,low,ok,gpt-5.6-luna,,Chinese,1.0000,Niangziguan Station,true,true,7,35
ICDAR MLT-2019,held_out_from_train,tr_img_03417,Chinese,TrainImages/TrainImages/tr_img_03417.jpg,TrainGT/TrainGT/tr_img_03417.txt,78.4171,长沙县教育局,en,Changsha County Education Bureau,codex_sdk_draft,,长沙县教育局 | Natural English rendering of the organization name.,../kaggle_upload/images/chinese/tr_img_03417.jpg,low,ok,gpt-5.6-luna,,Chinese,1.0000,Changsha County Education Bureau,true,true,8,36
ICDAR MLT-2019,held_out_from_train,tr_img_03540,Chinese,TrainImages/TrainImages/tr_img_03540.jpg,TrainGT/TrainGT/tr_img_03540.txt,78.3525,茶竹度假村,en,Chazhu Resort,codex_sdk_draft,,茶竹度假村 | Likely a proper name; transliterated conservatively.,../kaggle_upload/images/chinese/tr_img_03540.jpg,medium,ok,gpt-5.6-luna,,Chinese,1.0000,Chazhu Resort,true,true,9,37
ICDAR MLT-2019,held_out_from_train,tr_img_03288,Chinese,TrainImages/TrainImages/tr_img_03288.jpg,TrainGT/TrainGT/tr_img_03288.txt,78.2498,黄河博物馆,en,Yellow River Museum,codex_sdk_draft,,黄河博物馆 | Museum name translated descriptively.,../kaggle_upload/images/chinese/tr_img_03288.jpg,low,ok,gpt-5.6-luna,,Chinese,1.0000,Yellow River Museum,true,true,10,38
ICDAR MLT-2019,held_out_from_train,tr_img_03927,Chinese,TrainImages/TrainImages/tr_img_03927.jpg,TrainGT/TrainGT/tr_img_03927.txt,88.1798,清華大學,en,Tsinghua University,codex_sdk_draft,,清華大學 | Established English name for the university.,../kaggle_upload/images/chinese/tr_img_03927.jpg,low,ok,gpt-5.6-luna,,Chinese,0.9646,HI Tsinghua University,false,true,11,39
ICDAR MLT-2019,held_out_from_train,tr_img_03315,Chinese,TrainImages/TrainImages/tr_img_03315.jpg,TrainGT/TrainGT/tr_img_03315.txt,94.0198,中航科技大,en,AVIC Technology…,codex_sdk_draft,,中航科技大 | Likely a partial proper name; the final character may begin a longer place or building name.,../kaggle_upload/images/chinese/tr_img_03315.jpg,medium,ok,gpt-5.6-luna,,Chinese,0.9388,AVIC Technology,false,true,12,40
ICDAR MLT-2019,held_out_from_train,tr_img_03841,Chinese,TrainImages/TrainImages/tr_img_03841.jpg,TrainGT/TrainGT/tr_img_03841.txt,82.8807,2012年上海春节京剧晚会 春,en,2012 Shanghai Spring Festival Peking Opera Gala — Spring,codex_sdk_draft,,2012年上海春节京剧晚会 | The trailing character 春 means “Spring” and may be a partial or separate label.,../kaggle_upload/images/chinese/tr_img_03841.jpg,medium,ok,gpt-5.6-luna,,Chinese,0.9375,2012 Shanghai Spring Festival Peking Opera Gala spring,false,false,13,41
ICDAR MLT-2019,held_out_from_train,tr_img_03871,Chinese,TrainImages/TrainImages/tr_img_03871.jpg,TrainGT/TrainGT/tr_img_03871.txt,92.7151,老蒸笼,en,Old Steamer,codex_sdk_draft,,老蒸笼 | Could be a restaurant or brand name; literal translation used conservatively.,../kaggle_upload/images/chinese/tr_img_03871.jpg,medium,ok,gpt-5.6-luna,,Chinese,0.9109,ped old steamer,false,true,14,42
ICDAR MLT-2019,held_out_from_train,tr_img_03983,Chinese,TrainImages/TrainImages/tr_img_03983.jpg,TrainGT/TrainGT/tr_img_03983.txt,82.3549,告示 严禁带人种上山,en,Notice: Strictly prohibited to bring people up the mountain.,codex_sdk_draft,,告示 | 带人种 is unusual and may be an OCR error for 带火种 ('carry fire sources').,../kaggle_upload/images/chinese/tr_img_03983.jpg,high,ok,gpt-5.6-luna,,Chinese,0.9082,Notice It is strictly prohibited to bring people up the mountain,false,false,15,43
ICDAR MLT-2019,held_out_from_train,tr_img_03471,Chinese,TrainImages/TrainImages/tr_img_03471.jpg,TrainGT/TrainGT/tr_img_03471.txt,80.3329,叠翠湖,en,Diecui Lake,codex_sdk_draft,,叠翠湖 | Proper noun; transliterated conservatively.,../kaggle_upload/images/chinese/tr_img_03471.jpg,low,ok,gpt-5.6-luna,,Chinese,0.8911,"NO "" Diecui Lake",false,true,16,44
ICDAR MLT-2019,held_out_from_train,tr_img_09496,Hindi,TrainImages/TrainImages/tr_img_09496.jpg,TrainGT/TrainGT/tr_img_09496.txt,95.9501,मनाली,en,Manali,codex_sdk_draft,,मनाली | Proper noun; transliterated.,../kaggle_upload/images/hindi/tr_img_09496.jpg,low,ok,gpt-5.6-luna,,Hindi,1.0000,Manali,true,true,1,45
ICDAR MLT-2019,held_out_from_train,tr_img_09485,Hindi,TrainImages/TrainImages/tr_img_09485.jpg,TrainGT/TrainGT/tr_img_09485.txt,95.9239,बेकरी,en,Bakery,codex_sdk_draft,,बेकरी | Common Hindi loanword; translated naturally.,../kaggle_upload/images/hindi/tr_img_09485.jpg,low,ok,gpt-5.6-luna,,Hindi,1.0000,bakery,true,true,2,46
ICDAR MLT-2019,held_out_from_train,tr_img_09416,Hindi,TrainImages/TrainImages/tr_img_09416.jpg,TrainGT/TrainGT/tr_img_09416.txt,95.8315,राजगड,en,Rajgad,codex_sdk_draft,,राजगड | Proper noun; transliterated as “Rajgad”.,../kaggle_upload/images/hindi/tr_img_09416.jpg,low,ok,gpt-5.6-luna,,Hindi,1.0000,Rajgad,true,true,3,47
ICDAR MLT-2019,held_out_from_train,tr_img_09880,Hindi,TrainImages/TrainImages/tr_img_09880.jpg,TrainGT/TrainGT/tr_img_09880.txt,94.9039,विनयराज,en,Vinayraj,codex_sdk_draft,,विनयराज | Proper name transliterated.,../kaggle_upload/images/hindi/tr_img_09880.jpg,low,ok,gpt-5.6-luna,,Hindi,1.0000,Vinayraj,true,true,4,48
ICDAR MLT-2019,held_out_from_train,tr_img_09935,Hindi,TrainImages/TrainImages/tr_img_09935.jpg,TrainGT/TrainGT/tr_img_09935.txt,94.1846,इंटिरिअर,en,Interior,codex_sdk_draft,,इंटिरिअर | Transliteration of the English loanword “Interior”.,../kaggle_upload/images/hindi/tr_img_09935.jpg,low,ok,gpt-5.6-luna,,Hindi,1.0000,interior,true,true,5,49
ICDAR MLT-2019,held_out_from_train,tr_img_09529,Hindi,TrainImages/TrainImages/tr_img_09529.jpg,TrainGT/TrainGT/tr_img_09529.txt,92.6112,मच्छरदाणी,en,mosquito net,codex_sdk_draft,,मच्छरदाणी | Direct Hindi translation.,../kaggle_upload/images/hindi/tr_img_09529.jpg,low,ok,gpt-5.6-luna,,Hindi,1.0000,mosquito net,true,true,6,50
ICDAR MLT-2019,held_out_from_train,tr_img_09301,Hindi,TrainImages/TrainImages/tr_img_09301.jpg,TrainGT/TrainGT/tr_img_09301.txt,92.0895,राम मंदिर,en,Ram Temple,codex_sdk_draft,,राम | Clear Hindi phrase; राम is the proper name Ram.,../kaggle_upload/images/hindi/tr_img_09301.jpg,low,ok,gpt-5.6-luna,,Hindi,1.0000,Ram Temple,true,true,7,51
ICDAR MLT-2019,held_out_from_train,tr_img_09930,Hindi,TrainImages/TrainImages/tr_img_09930.jpg,TrainGT/TrainGT/tr_img_09930.txt,90.3853,रामनगर,en,Ramnagar,codex_sdk_draft,,रामनगर | Proper noun transliterated.,../kaggle_upload/images/hindi/tr_img_09930.jpg,low,ok,gpt-5.6-luna,,Hindi,1.0000,Ramnagar,true,true,8,52
ICDAR MLT-2019,held_out_from_train,tr_img_09258,Hindi,TrainImages/TrainImages/tr_img_09258.jpg,TrainGT/TrainGT/tr_img_09258.txt,89.8234,धर्मशाला,en,Dharamshala,codex_sdk_draft,,धर्मशाला | Transliterated as a likely proper noun.,../kaggle_upload/images/hindi/tr_img_09258.jpg,low,ok,gpt-5.6-luna,,Hindi,1.0000,Dharamshala,true,true,9,53
ICDAR MLT-2019,held_out_from_train,tr_img_09111,Hindi,TrainImages/TrainImages/tr_img_09111.jpg,TrainGT/TrainGT/tr_img_09111.txt,88.7262,अत्रेय सोसायटी,en,Atreya Society,codex_sdk_draft,,अत्रेय | Proper name transliterated; “सोसायटी” means “Society.”,../kaggle_upload/images/hindi/tr_img_09111.jpg,low,ok,gpt-5.6-luna,,Hindi,1.0000,Atreya Society,true,true,10,54
ICDAR MLT-2019,held_out_from_train,tr_img_09562,Hindi,TrainImages/TrainImages/tr_img_09562.jpg,TrainGT/TrainGT/tr_img_09562.txt,88.2194,हिमगौरी,en,Himgauri,codex_sdk_draft,,हिमगौरी | Proper name transliterated conservatively.,../kaggle_upload/images/hindi/tr_img_09562.jpg,low,ok,gpt-5.6-luna,,Hindi,1.0000,Himgauri,true,true,11,55
ICDAR MLT-2019,held_out_from_train,tr_img_09561,Hindi,TrainImages/TrainImages/tr_img_09561.jpg,TrainGT/TrainGT/tr_img_09561.txt,88.1185,लॉटरी सेंटर,en,Lottery Center,codex_sdk_draft,,लॉटरी | Straightforward translation; existing note indicates lottery.,../kaggle_upload/images/hindi/tr_img_09561.jpg,low,ok,gpt-5.6-luna,,Hindi,1.0000,lottery center,true,true,12,56
ICDAR MLT-2019,held_out_from_train,tr_img_09267,Hindi,TrainImages/TrainImages/tr_img_09267.jpg,TrainGT/TrainGT/tr_img_09267.txt,87.785,सुचित्रा टेरेस,en,Suchitra Terrace,codex_sdk_draft,,सुचित्रा | Proper name; transliterated “Suchitra” and translated “Terrace.”,../kaggle_upload/images/hindi/tr_img_09267.jpg,low,ok,gpt-5.6-luna,,Hindi,1.0000,Suchitra Terrace,true,true,13,57
ICDAR MLT-2019,held_out_from_train,tr_img_09735,Hindi,TrainImages/TrainImages/tr_img_09735.jpg,TrainGT/TrainGT/tr_img_09735.txt,87.8069,श्रीनिवास पार्क,en,Srinivas Park,codex_sdk_draft,,श्रीनिवास | Proper noun; transliterated conservatively.,../kaggle_upload/images/hindi/tr_img_09735.jpg,low,ok,gpt-5.6-luna,,Hindi,0.9446,VO Srinivas park,false,true,14,58
ICDAR MLT-2019,held_out_from_train,tr_img_06622,Japanese,TrainImages/TrainImages/tr_img_06622.jpg,TrainGT/TrainGT/tr_img_06622.txt,81.8644,入口,en,Entrance,codex_sdk_draft,,入口 | Clear Japanese word meaning “entrance.”,../kaggle_upload/images/japanese/tr_img_06622.jpg,low,ok,gpt-5.6-luna,,Japanese,1.0000,entrance,true,true,1,59
ICDAR MLT-2019,held_out_from_train,tr_img_06121,Japanese,TrainImages/TrainImages/tr_img_06121.jpg,TrainGT/TrainGT/tr_img_06121.txt,80.8103,北海学園,en,Hokkai Gakuen,codex_sdk_draft,,北海学園 | Proper noun transliterated.,../kaggle_upload/images/japanese/tr_img_06121.jpg,low,ok,gpt-5.6-luna,,Japanese,1.0000,Hokkai Gakuen,true,true,2,60
ICDAR MLT-2019,held_out_from_train,tr_img_06607,Japanese,TrainImages/TrainImages/tr_img_06607.jpg,TrainGT/TrainGT/tr_img_06607.txt,79.795,東日パ一クビル,en,Tonichi Park Building,codex_sdk_draft,,東日パ一クビル | Likely OCR variant of 東日パークビル; transliterated conservatively as a proper noun.,../kaggle_upload/images/japanese/tr_img_06607.jpg,medium,ok,gpt-5.6-luna,,Japanese,1.0000,Tonichi Park Building,true,true,3,61
ICDAR MLT-2019,held_out_from_train,tr_img_06545,Japanese,TrainImages/TrainImages/tr_img_06545.jpg,TrainGT/TrainGT/tr_img_06545.txt,79.7014,三越前駅,en,Mitsukoshimae Station,codex_sdk_draft,,三越前駅 | Japanese station name; transliterated.,../kaggle_upload/images/japanese/tr_img_06545.jpg,low,ok,gpt-5.6-luna,,Japanese,1.0000,Mitsukoshimae Station,true,true,4,62
ICDAR MLT-2019,held_out_from_train,tr_img_06342,Japanese,TrainImages/TrainImages/tr_img_06342.jpg,TrainGT/TrainGT/tr_img_06342.txt,78.8325,ダストピット,en,Dust Pit,codex_sdk_draft,,ダストピット | Katakana transliteration; likely a name or sign label.,../kaggle_upload/images/japanese/tr_img_06342.jpg,low,ok,gpt-5.6-luna,,Japanese,1.0000,dust pit,true,true,5,63
ICDAR MLT-2019,held_out_from_train,tr_img_06453,Japanese,TrainImages/TrainImages/tr_img_06453.jpg,TrainGT/TrainGT/tr_img_06453.txt,75.7388,渋江ビル,en,Shibue Building,codex_sdk_draft,,渋江ビル | Proper name; transliterated 渋江 as Shibue and translated ビル as Building.,../kaggle_upload/images/japanese/tr_img_06453.jpg,low,ok,gpt-5.6-luna,,Japanese,1.0000,Shibue Building,true,true,6,64
